age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
25-34,Daphne,Non-Binary,Single,5+,Doctorate,African American,Spanish,UK,Retired,Buddhism,1990-04-09,High,Other,Rural,No
35-44,Felicity,Female,Single,2,High School,Asian,English,UK,Self-employed,Islam,1985-07-15,High,Citizen,Urban,No
45-54,Ulysses,Non-Binary,Married,3-4,High School,Hispanic,English,Canada,Professional,Atheism,2003-10-25,High,Citizen,Rural,Yes
25-34,Ruby,Female,Divorced,5+,High School,Asian,Mandarin,Australia,Student,Christianity,1988-02-06,High,Citizen,Urban,Yes
25-34,Ulric,Male,Widowed,5+,High School,Caucasian,French,Canada,Professional,Islam,1964-03-17,Low,Work Visa,Suburban,Yes
55-64,Ophelia,Female,Widowed,5+,Postgraduate,African American,English,India,Student,Atheism,1967-07-15,Low,Permanent Resident,Rural,No
18-24,Harriet,Non-Binary,Divorced,3-4,Doctorate,Hispanic,Mandarin,UK,Self-employed,Buddhism,1998-12-25,Low,Other,Urban,Yes
45-54,Rebecca,Non-Binary,Married,2,Doctorate,Asian,Mandarin,Australia,Student,Buddhism,1990-05-19,Low,Citizen,Urban,Yes
35-44,Warren,Male,Married,5+,Postgraduate,Asian,Spanish,USA,Retired,Other,1991-12-15,Low,Citizen,Urban,No
35-44,Amelia,Female,Single,1,Postgraduate,African American,French,India,Self-employed,Christianity,1995-11-05,Moderate,Other,Urban,Yes
18-24,Eve,Female,Widowed,1,Undergraduate,Hispanic,Other,UK,Retired,Hinduism,1952-11-16,Low,Permanent Resident,Suburban,No
55-64,Fiona,Female,Divorced,5+,Undergraduate,Other,French,Australia,Self-employed,Atheism,1973-12-04,Moderate,Other,Urban,Yes
65+,Peter,Non-Binary,Married,3-4,High School,Asian,Spanish,India,Student,Islam,1963-12-07,Moderate,Citizen,Urban,Yes
65+,Xenia,Female,Divorced,1,High School,African American,English,UK,Retired,Atheism,1996-06-17,High,Work Visa,Urban,No
55-64,Xochitl,Non-Binary,Divorced,1,High School,Hispanic,French,Canada,Self-employed,Other,1964-07-08,High,Other,Urban,Yes
45-54,Wyatt,Non-Binary,Married,5+,High School,Caucasian,Mandarin,Canada,Retired,Atheism,1986-07-20,High,Work Visa,Suburban,No
25-34,Yvette,Non-Binary,Divorced,1,Doctorate,African American,Spanish,India,Professional,Atheism,1965-08-26,Moderate,Permanent Resident,Suburban,Yes
<18,Gideon,Non-Binary,Married,2,Postgraduate,Hispanic,Other,India,Professional,Hinduism,1944-11-04,Low,Citizen,Rural,No
<18,Olive,Non-Binary,Divorced,1,Undergraduate,Caucasian,French,USA,Professional,Other,1958-02-21,Low,Citizen,Urban,Yes
18-24,Julia,Non-Binary,Single,5+,Postgraduate,Caucasian,English,Australia,Student,Other,1984-09-29,Low,Citizen,Suburban,No
65+,Dakota,Non-Binary,Widowed,3-4,High School,Caucasian,English,India,Retired,Atheism,1970-11-07,Moderate,Permanent Resident,Rural,Yes
55-64,Quentin,Non-Binary,Single,3-4,High School,Caucasian,Spanish,India,Retired,Islam,1948-12-24,High,Work Visa,Urban,No
45-54,Victor,Non-Binary,Single,3-4,Undergraduate,African American,Mandarin,USA,Self-employed,Hinduism,1960-05-31,High,Permanent Resident,Suburban,No
<18,Quentin,Non-Binary,Married,5+,Doctorate,Other,English,Australia,Self-employed,Atheism,1974-03-22,High,Other,Suburban,No
25-34,Ximena,Female,Married,1,Doctorate,Asian,French,USA,Professional,Atheism,1953-04-02,Low,Work Visa,Urban,No
18-24,Piper,Male,Divorced,1,Doctorate,African American,French,Canada,Professional,Buddhism,1972-03-21,Low,Work Visa,Urban,No
35-44,Quentin,Male,Widowed,1,Undergraduate,Caucasian,French,Canada,Professional,Buddhism,1998-03-25,High,Other,Rural,No
45-54,Hannah,Non-Binary,Widowed,2,Postgraduate,Caucasian,Spanish,Canada,Professional,Hinduism,1962-02-10,Moderate,Permanent Resident,Urban,Yes
25-34,Wendy,Non-Binary,Widowed,5+,High School,Asian,Mandarin,UK,Student,Christianity,1939-12-10,High,Permanent Resident,Rural,Yes
35-44,Gideon,Non-Binary,Married,2,Doctorate,Asian,Other,UK,Self-employed,Other,1957-12-03,High,Other,Urban,Yes
18-24,Zane,Non-Binary,Divorced,1,Doctorate,Caucasian,Other,Canada,Retired,Other,1952-07-12,Low,Work Visa,Urban,No
65+,Yvonne,Male,Single,5+,High School,Asian,Spanish,UK,Student,Hinduism,1945-01-13,Low,Permanent Resident,Suburban,Yes
65+,Tanner,Non-Binary,Married,3-4,High School,Other,Mandarin,USA,Retired,Other,1999-08-03,Moderate,Permanent Resident,Rural,No
25-34,Mason,Female,Married,2,Doctorate,African American,Spanish,Australia,Student,Atheism,1986-08-19,Low,Other,Urban,No
25-34,Samuel,Male,Divorced,5+,Doctorate,Other,French,Australia,Student,Christianity,1966-02-21,Low,Other,Suburban,No
65+,Asher,Male,Widowed,5+,Undergraduate,African American,English,Canada,Student,Hinduism,1991-02-10,Moderate,Permanent Resident,Rural,No
<18,Grace,Male,Married,3-4,Doctorate,African American,English,USA,Student,Christianity,1989-05-03,Moderate,Other,Suburban,No
55-64,Amelia,Male,Divorced,2,Doctorate,Hispanic,English,Canada,Student,Islam,1972-02-05,High,Work Visa,Urban,Yes
35-44,Elliot,Female,Single,3-4,High School,Other,French,UK,Student,Islam,1962-12-30,High,Permanent Resident,Urban,No
25-34,Victor,Male,Single,2,Undergraduate,African American,English,India,Professional,Hinduism,1977-04-11,High,Citizen,Suburban,Yes
18-24,Cameron,Non-Binary,Widowed,1,Doctorate,African American,Spanish,USA,Retired,Other,1976-01-18,Moderate,Work Visa,Urban,Yes
45-54,Daisy,Female,Married,1,High School,Other,Spanish,Canada,Student,Islam,1991-11-03,Moderate,Work Visa,Suburban,No
25-34,Fiona,Female,Divorced,5+,High School,Other,English,Australia,Retired,Other,2001-04-22,High,Other,Rural,Yes
25-34,Charlotte,Non-Binary,Divorced,1,High School,Caucasian,Mandarin,India,Student,Other,1950-07-15,High,Other,Rural,No
18-24,Ava,Non-Binary,Single,3-4,Doctorate,African American,Other,India,Professional,Atheism,1979-06-12,High,Citizen,Rural,Yes
35-44,Vanessa,Female,Single,1,Undergraduate,Other,Spanish,USA,Professional,Buddhism,1944-10-30,Low,Work Visa,Suburban,No
35-44,Sebastian,Female,Married,5+,Doctorate,African American,Other,Australia,Retired,Hinduism,1988-05-22,Low,Permanent Resident,Suburban,Yes
25-34,Jamie,Non-Binary,Widowed,2,Undergraduate,African American,Other,UK,Retired,Atheism,1940-03-14,Moderate,Other,Suburban,No
55-64,Wesley,Non-Binary,Married,1,Undergraduate,African American,English,USA,Retired,Islam,1976-08-30,Moderate,Permanent Resident,Rural,No
25-34,Thomas,Female,Divorced,5+,Doctorate,African American,Other,Australia,Professional,Buddhism,1961-08-29,High,Permanent Resident,Suburban,Yes
35-44,Julian,Male,Single,1,Undergraduate,Asian,English,UK,Self-employed,Islam,1950-12-15,High,Citizen,Rural,No
35-44,Warren,Female,Single,3-4,Undergraduate,Hispanic,Mandarin,Australia,Self-employed,Buddhism,1962-09-19,High,Other,Rural,No
25-34,Gabriel,Male,Divorced,2,High School,African American,Mandarin,UK,Student,Islam,1959-09-12,Moderate,Work Visa,Rural,Yes
<18,Derek,Non-Binary,Widowed,3-4,Postgraduate,Other,Mandarin,Australia,Retired,Buddhism,1982-08-11,Moderate,Work Visa,Suburban,Yes
18-24,Karen,Female,Single,1,High School,Asian,Other,USA,Self-employed,Hinduism,2006-10-06,High,Other,Rural,Yes
55-64,Zion,Female,Married,3-4,High School,Asian,French,India,Self-employed,Buddhism,1939-05-11,Moderate,Citizen,Suburban,Yes
<18,Nathan,Male,Single,5+,Undergraduate,Hispanic,Spanish,Canada,Professional,Atheism,1994-06-22,High,Work Visa,Rural,No
<18,Carter,Male,Divorced,1,Postgraduate,Hispanic,Mandarin,Australia,Self-employed,Atheism,1947-02-09,Low,Work Visa,Urban,Yes
25-34,Ulysses,Non-Binary,Widowed,2,Doctorate,Asian,English,Australia,Professional,Islam,1951-07-18,Low,Permanent Resident,Rural,No
55-64,Peyton,Male,Married,2,Postgraduate,Hispanic,Other,India,Self-employed,Christianity,1996-01-15,High,Citizen,Rural,No
25-34,Isla,Female,Single,5+,Postgraduate,Other,Other,Australia,Retired,Atheism,1961-12-22,Moderate,Permanent Resident,Urban,Yes
45-54,Victoria,Non-Binary,Widowed,2,Doctorate,Caucasian,English,Canada,Retired,Atheism,1993-01-28,High,Permanent Resident,Urban,No
25-34,Harper,Male,Widowed,1,Undergraduate,Asian,Other,USA,Retired,Atheism,1950-05-09,Moderate,Work Visa,Urban,Yes
25-34,Nora,Non-Binary,Married,1,Undergraduate,Other,Other,Australia,Self-employed,Other,1981-06-20,Low,Permanent Resident,Urban,No
<18,Oliver,Non-Binary,Widowed,1,Doctorate,Hispanic,French,India,Student,Buddhism,1970-06-10,High,Other,Urban,No
25-34,Cecilia,Non-Binary,Single,5+,Doctorate,African American,Other,India,Self-employed,Christianity,1944-05-11,High,Permanent Resident,Suburban,No
65+,Victoria,Female,Divorced,3-4,High School,African American,English,Australia,Retired,Christianity,1945-02-11,Low,Permanent Resident,Urban,No
55-64,Gianna,Male,Married,1,Postgraduate,Asian,Other,UK,Professional,Atheism,1972-05-24,Low,Other,Suburban,Yes
18-24,Miles,Male,Divorced,2,Postgraduate,African American,English,UK,Retired,Islam,1979-06-19,Low,Other,Urban,Yes
<18,Hazel,Non-Binary,Divorced,2,High School,Caucasian,Spanish,UK,Retired,Islam,1978-03-09,Low,Permanent Resident,Suburban,No
55-64,Harriet,Male,Married,5+,Undergraduate,Other,French,Canada,Professional,Hinduism,1973-07-13,High,Work Visa,Rural,Yes
45-54,Amelia,Non-Binary,Married,2,Postgraduate,Hispanic,English,USA,Student,Buddhism,1985-09-15,High,Other,Rural,Yes
45-54,Quincy,Female,Married,2,Undergraduate,African American,French,Canada,Student,Buddhism,1960-07-28,High,Work Visa,Rural,No
55-64,Alice,Female,Divorced,3-4,High School,Hispanic,French,Australia,Self-employed,Hinduism,1974-05-20,Low,Work Visa,Urban,No
<18,Laura,Female,Widowed,5+,Postgraduate,Other,Mandarin,Canada,Self-employed,Atheism,2002-09-30,Moderate,Citizen,Urban,No
18-24,Landon,Female,Divorced,3-4,High School,Caucasian,Mandarin,USA,Professional,Islam,1979-01-19,High,Other,Urban,Yes
18-24,Liam,Female,Single,2,Postgraduate,Asian,French,India,Student,Buddhism,1997-05-22,High,Work Visa,Urban,No
25-34,Quinn,Female,Single,3-4,Postgraduate,Asian,French,UK,Professional,Buddhism,1986-12-21,High,Citizen,Urban,Yes
45-54,Vanessa,Non-Binary,Married,3-4,High School,African American,Mandarin,Canada,Professional,Islam,1996-05-30,Low,Work Visa,Rural,No
18-24,Tanner,Male,Married,2,Postgraduate,Caucasian,Spanish,UK,Student,Islam,1961-07-21,High,Citizen,Urban,No
65+,Tina,Male,Divorced,1,High School,Hispanic,English,Canada,Retired,Christianity,1990-11-23,Moderate,Work Visa,Rural,No
55-64,Faith,Non-Binary,Single,3-4,Doctorate,African American,English,USA,Professional,Buddhism,1954-07-05,Moderate,Work Visa,Rural,Yes
45-54,Grace,Male,Widowed,1,High School,Caucasian,English,USA,Professional,Islam,1995-10-22,Moderate,Permanent Resident,Suburban,Yes
25-34,Hannah,Non-Binary,Divorced,2,Doctorate,African American,Other,Australia,Student,Other,1954-02-11,Moderate,Work Visa,Urban,No
<18,Brandon,Female,Single,3-4,High School,African American,Mandarin,India,Retired,Buddhism,2005-04-22,High,Work Visa,Rural,Yes
<18,Quintin,Male,Widowed,1,High School,Other,Spanish,Canada,Student,Atheism,1959-05-10,High,Work Visa,Rural,Yes
<18,Harper,Female,Widowed,1,Doctorate,Caucasian,Mandarin,Australia,Retired,Buddhism,1964-01-01,High,Other,Rural,Yes
35-44,Yvonne,Male,Single,5+,Undergraduate,Hispanic,Mandarin,India,Professional,Other,1988-08-28,Low,Permanent Resident,Urban,Yes
55-64,Aiden,Female,Widowed,3-4,Doctorate,Other,Mandarin,UK,Student,Buddhism,1971-01-09,High,Permanent Resident,Rural,No
35-44,Benjamin,Non-Binary,Married,3-4,Undergraduate,Caucasian,English,UK,Self-employed,Other,1958-10-28,Low,Permanent Resident,Rural,No
65+,Zeke,Non-Binary,Single,2,Undergraduate,African American,Other,India,Self-employed,Atheism,1970-05-24,Moderate,Citizen,Rural,No
18-24,Flynn,Female,Married,3-4,Doctorate,Caucasian,French,UK,Self-employed,Atheism,1967-05-18,Moderate,Permanent Resident,Rural,Yes
55-64,Julian,Male,Divorced,2,Doctorate,Hispanic,Spanish,USA,Student,Hinduism,1946-12-17,High,Other,Rural,Yes
45-54,Gavin,Non-Binary,Widowed,5+,Postgraduate,Hispanic,English,Canada,Professional,Christianity,1940-08-30,Moderate,Permanent Resident,Rural,Yes
45-54,Aaron,Non-Binary,Married,5+,High School,Hispanic,Mandarin,USA,Retired,Buddhism,1953-01-16,Low,Permanent Resident,Urban,No
<18,Asher,Female,Single,1,Doctorate,Caucasian,Mandarin,Australia,Professional,Christianity,1985-06-16,Moderate,Permanent Resident,Suburban,Yes
45-54,Victoria,Male,Single,3-4,Postgraduate,Other,Mandarin,Canada,Student,Buddhism,1996-01-11,High,Permanent Resident,Rural,Yes
55-64,Paula,Male,Single,3-4,Doctorate,African American,Mandarin,Canada,Self-employed,Atheism,1982-01-27,High,Work Visa,Rural,Yes
45-54,Veronica,Male,Married,1,High School,Other,Mandarin,Canada,Retired,Buddhism,1997-06-15,Moderate,Citizen,Rural,Yes
65+,Parker,Female,Widowed,2,Doctorate,Other,Other,USA,Self-employed,Islam,1994-11-04,High,Work Visa,Rural,No
55-64,Kevin,Female,Widowed,5+,Undergraduate,Hispanic,French,Australia,Self-employed,Islam,1955-01-04,High,Other,Suburban,Yes
65+,Brandon,Female,Widowed,1,Postgraduate,Hispanic,Spanish,India,Self-employed,Other,1956-03-27,Low,Citizen,Urban,No
45-54,Wesley,Female,Widowed,2,High School,African American,English,Canada,Retired,Hinduism,1944-08-09,High,Permanent Resident,Urban,Yes
35-44,Quinton,Female,Divorced,1,Doctorate,Other,Other,India,Student,Atheism,1965-06-18,Low,Permanent Resident,Rural,No
25-34,Laura,Female,Divorced,3-4,High School,Hispanic,Mandarin,Canada,Retired,Hinduism,1993-07-31,Low,Work Visa,Rural,Yes
18-24,Quinn,Female,Divorced,5+,Postgraduate,Hispanic,Mandarin,Canada,Retired,Atheism,1954-02-13,High,Permanent Resident,Rural,No
18-24,Quintin,Male,Widowed,1,Undergraduate,Asian,Spanish,India,Professional,Buddhism,1967-09-03,Low,Work Visa,Urban,No
18-24,Quincy,Non-Binary,Married,2,Doctorate,Caucasian,Other,India,Self-employed,Hinduism,1956-02-11,High,Other,Suburban,No
<18,Ulric,Male,Single,2,Postgraduate,Hispanic,Other,India,Student,Christianity,1945-02-18,High,Permanent Resident,Suburban,Yes
65+,Victoria,Male,Married,5+,High School,Other,Spanish,Australia,Professional,Other,1987-05-08,Moderate,Work Visa,Suburban,No
55-64,Nora,Female,Married,1,High School,Asian,French,UK,Professional,Other,1944-05-27,High,Citizen,Suburban,No
25-34,Felicity,Non-Binary,Single,1,Undergraduate,African American,Spanish,Australia,Professional,Other,1970-01-17,Low,Other,Urban,No
45-54,Maddox,Male,Single,5+,Postgraduate,Hispanic,Spanish,Canada,Professional,Buddhism,1973-06-29,High,Other,Rural,No
35-44,Nora,Non-Binary,Widowed,3-4,Postgraduate,African American,Mandarin,USA,Professional,Hinduism,1973-10-03,Low,Citizen,Urban,No
35-44,Lucas,Female,Married,5+,Postgraduate,Other,Spanish,USA,Retired,Christianity,1939-01-29,Low,Permanent Resident,Rural,No
<18,Ophelia,Male,Single,2,Doctorate,Other,Other,Australia,Retired,Other,1977-10-11,Low,Other,Suburban,No
55-64,Karen,Male,Married,5+,Postgraduate,Other,Other,UK,Self-employed,Christianity,1952-02-20,Moderate,Work Visa,Rural,No
55-64,Katherine,Non-Binary,Married,2,High School,Hispanic,French,UK,Self-employed,Hinduism,1982-07-06,High,Other,Urban,Yes
<18,Isabella,Non-Binary,Married,3-4,Postgraduate,Asian,Mandarin,India,Self-employed,Islam,1973-08-13,High,Other,Urban,Yes
65+,Mila,Female,Single,3-4,Undergraduate,Asian,Other,Canada,Retired,Islam,1967-10-16,Moderate,Other,Urban,No
45-54,Mia,Female,Divorced,5+,Undergraduate,African American,Other,Canada,Self-employed,Atheism,1966-09-29,Low,Citizen,Urban,No
45-54,Violet,Non-Binary,Widowed,5+,Doctorate,Asian,French,India,Professional,Atheism,1996-11-08,High,Permanent Resident,Suburban,Yes
18-24,Kyle,Female,Single,1,Undergraduate,Other,English,India,Professional,Christianity,1951-06-20,Low,Other,Suburban,Yes
25-34,Paula,Non-Binary,Divorced,3-4,Undergraduate,Asian,Spanish,USA,Student,Islam,1994-02-01,Moderate,Citizen,Urban,Yes
65+,Blake,Female,Single,5+,Doctorate,Other,Other,Australia,Professional,Atheism,1999-11-17,Low,Permanent Resident,Urban,No
18-24,Karen,Male,Married,3-4,Undergraduate,Caucasian,Spanish,Canada,Student,Other,2005-02-22,Moderate,Citizen,Rural,No
65+,Faith,Non-Binary,Divorced,5+,Postgraduate,Hispanic,Spanish,Australia,Professional,Other,1943-02-19,Low,Work Visa,Suburban,No
<18,Peter,Male,Married,5+,Doctorate,African American,Mandarin,USA,Professional,Islam,1971-11-23,Moderate,Permanent Resident,Suburban,No
18-24,Colton,Male,Divorced,1,Postgraduate,Hispanic,Other,UK,Self-employed,Christianity,1970-05-01,High,Work Visa,Urban,Yes
65+,Ophelia,Non-Binary,Married,1,Doctorate,Hispanic,Spanish,Australia,Self-employed,Hinduism,1985-03-13,Low,Permanent Resident,Rural,No
35-44,Jasper,Male,Widowed,3-4,Doctorate,Other,Other,Australia,Retired,Buddhism,1988-02-28,Low,Work Visa,Urban,No
55-64,Quinn,Male,Single,1,Doctorate,Other,Mandarin,UK,Student,Buddhism,1970-06-13,Moderate,Other,Urban,Yes
55-64,Delilah,Male,Divorced,3-4,Doctorate,Caucasian,Spanish,UK,Retired,Other,1950-04-17,Moderate,Citizen,Suburban,Yes
25-34,Katherine,Non-Binary,Widowed,5+,Doctorate,Asian,Spanish,UK,Self-employed,Buddhism,1952-02-24,High,Citizen,Urban,Yes
55-64,Uma,Male,Married,3-4,Doctorate,Hispanic,Mandarin,Canada,Student,Christianity,1995-10-05,Low,Other,Urban,Yes
<18,Zane,Male,Married,5+,High School,Caucasian,French,Australia,Self-employed,Islam,1949-08-14,Low,Other,Rural,Yes
35-44,Isla,Female,Married,5+,Undergraduate,Asian,Spanish,Canada,Student,Buddhism,1958-08-23,High,Work Visa,Rural,No
35-44,Hannah,Female,Married,1,Doctorate,Asian,Mandarin,India,Retired,Buddhism,1941-08-28,Low,Citizen,Suburban,No
25-34,Kayla,Male,Divorced,1,Undergraduate,Asian,Spanish,Australia,Retired,Buddhism,1950-07-11,Moderate,Work Visa,Rural,No
55-64,Tanner,Male,Single,1,Postgraduate,Asian,French,India,Retired,Buddhism,1976-09-09,Low,Work Visa,Rural,Yes
55-64,Skylar,Male,Single,3-4,Postgraduate,African American,French,USA,Self-employed,Islam,1964-04-12,Low,Work Visa,Rural,Yes
45-54,William,Non-Binary,Widowed,1,Undergraduate,African American,Other,Canada,Retired,Hinduism,1950-09-22,Moderate,Work Visa,Suburban,Yes
55-64,Claire,Non-Binary,Married,2,Undergraduate,African American,French,UK,Self-employed,Buddhism,1990-10-22,Low,Work Visa,Urban,No
45-54,Ian,Non-Binary,Divorced,5+,High School,Hispanic,French,Canada,Professional,Atheism,1981-08-17,Low,Other,Suburban,No
55-64,Faith,Female,Divorced,5+,High School,Other,Other,UK,Retired,Buddhism,1973-01-08,Moderate,Citizen,Rural,Yes
35-44,Eve,Male,Single,1,Doctorate,Hispanic,English,Australia,Professional,Atheism,1987-10-17,High,Other,Urban,No
55-64,Isabella,Female,Single,3-4,High School,Hispanic,Other,Australia,Professional,Other,1979-07-29,Low,Other,Suburban,No
35-44,Kylie,Female,Divorced,2,High School,Caucasian,Other,India,Student,Hinduism,1985-03-12,Low,Other,Rural,Yes
<18,Maddox,Female,Single,1,Doctorate,Caucasian,Mandarin,Australia,Retired,Other,1972-01-16,High,Work Visa,Rural,Yes
65+,Gianna,Female,Single,2,Postgraduate,African American,French,Australia,Professional,Christianity,2004-10-22,Moderate,Permanent Resident,Urban,No
25-34,Aiden,Male,Divorced,2,Undergraduate,African American,French,Canada,Self-employed,Other,1965-06-05,High,Other,Urban,No
55-64,Vanessa,Female,Divorced,2,Doctorate,African American,English,Canada,Professional,Atheism,1985-05-05,Low,Other,Urban,No
25-34,Olive,Male,Widowed,3-4,High School,Hispanic,French,India,Professional,Islam,1990-10-28,Low,Citizen,Rural,No
55-64,Jade,Non-Binary,Widowed,1,Postgraduate,African American,Other,USA,Professional,Islam,1964-12-16,Low,Citizen,Urban,Yes
25-34,Harry,Non-Binary,Married,2,High School,Hispanic,French,Australia,Professional,Other,2005-05-29,Moderate,Work Visa,Urban,No
<18,Eve,Male,Widowed,5+,High School,Hispanic,Mandarin,India,Student,Hinduism,2004-05-01,Low,Citizen,Urban,No
25-34,Finn,Female,Married,2,Postgraduate,Caucasian,Other,USA,Professional,Hinduism,1974-05-18,Moderate,Work Visa,Rural,No
25-34,Parker,Male,Married,3-4,Undergraduate,Asian,Mandarin,UK,Professional,Buddhism,1954-10-19,Moderate,Work Visa,Suburban,Yes
18-24,Yara,Non-Binary,Married,5+,Postgraduate,Other,Other,Australia,Self-employed,Christianity,1965-06-18,Moderate,Other,Urban,Yes
35-44,Sadie,Non-Binary,Divorced,2,Postgraduate,Asian,Other,UK,Retired,Other,1990-10-28,Low,Other,Suburban,No
55-64,Asher,Female,Married,3-4,Undergraduate,Asian,Spanish,USA,Professional,Christianity,2001-04-18,High,Other,Suburban,Yes
25-34,Ian,Non-Binary,Widowed,1,High School,Hispanic,Mandarin,USA,Self-employed,Atheism,1951-01-01,Moderate,Citizen,Suburban,No
35-44,Ulysses,Non-Binary,Divorced,3-4,Undergraduate,Asian,Spanish,UK,Self-employed,Buddhism,1963-01-04,Low,Other,Suburban,Yes
