age_range,name,gender,marital_status,household_size,education_level,ethnicity,language_preferences,nationality,occupation,religion,date_of_birth,geographic_mobility,citizenship_status,birthplace,military_service
18-24,Taylor,Non-Binary,Single,2,Undergraduate,Other,Other,UK,Student,Islam,1941-11-21,Low,Citizen,Suburban,No
<18,Naomi,Non-Binary,Single,1,Doctorate,African American,English,India,Professional,Other,1959-05-05,Low,Work Visa,Urban,No
<18,Tucker,Male,Married,5+,Postgraduate,Other,French,UK,Student,Hinduism,1964-09-20,Low,Citizen,Suburban,Yes
55-64,Kaitlyn,Male,Divorced,1,Undergraduate,African American,Mandarin,Canada,Student,Atheism,1978-06-26,Low,Work Visa,Suburban,Yes
35-44,Yvonne,Male,Married,3-4,Doctorate,Hispanic,French,India,Retired,Hinduism,2004-03-16,High,Work Visa,Suburban,No
35-44,Wesley,Female,Married,5+,High School,Asian,French,UK,Student,Hinduism,1962-03-23,High,Citizen,Rural,Yes
18-24,Theodore,Non-Binary,Married,1,Doctorate,Asian,Mandarin,Australia,Professional,Islam,1964-03-20,Low,Permanent Resident,Urban,No
45-54,Blake,Female,Married,5+,Doctorate,African American,English,India,Professional,Atheism,1969-07-19,High,Other,Rural,No
45-54,Quincy,Male,Married,3-4,Postgraduate,Hispanic,Other,USA,Professional,Christianity,1995-11-18,High,Permanent Resident,Rural,Yes
45-54,Quintin,Female,Single,3-4,Undergraduate,African American,English,Canada,Student,Christianity,1957-05-30,Moderate,Other,Urban,Yes
45-54,Zara,Female,Single,3-4,High School,Other,Mandarin,USA,Professional,Other,2004-11-24,High,Other,Suburban,Yes
55-64,Iris,Male,Single,2,Postgraduate,Asian,Other,Canada,Student,Hinduism,1946-06-07,Moderate,Other,Suburban,Yes
25-34,Jasper,Female,Divorced,2,Doctorate,Other,English,Australia,Professional,Other,1948-10-24,High,Other,Rural,No
55-64,Nina,Male,Divorced,2,Doctorate,Asian,Spanish,India,Professional,Christianity,1973-10-18,High,Permanent Resident,Urban,Yes
<18,Prarthana,Male,Single,5+,Doctorate,Hispanic,Spanish,India,Self-employed,Atheism,1968-10-26,Moderate,Citizen,Rural,Yes
55-64,Kyle,Non-Binary,Married,2,Postgraduate,Asian,French,USA,Student,Islam,1984-05-08,Moderate,Other,Suburban,Yes
45-54,Colton,Male,Married,3-4,Doctorate,Other,French,India,Student,Islam,1946-04-20,Moderate,Permanent Resident,Rural,No
<18,Naomi,Non-Binary,Married,1,High School,Asian,Spanish,Australia,Student,Hinduism,1939-03-16,Low,Citizen,Urban,Yes
<18,Yosef,Female,Married,2,Doctorate,African American,English,India,Self-employed,Hinduism,1957-10-30,High,Other,Rural,No
<18,Thomas,Non-Binary,Divorced,5+,High School,Asian,Mandarin,USA,Self-employed,Christianity,1973-09-10,High,Citizen,Suburban,Yes
45-54,Benjamin,Male,Divorced,2,Undergraduate,Hispanic,Spanish,Canada,Retired,Buddhism,1977-12-24,High,Other,Suburban,Yes
55-64,Claire,Male,Single,5+,High School,Caucasian,Spanish,India,Student,Hinduism,2006-12-10,High,Permanent Resident,Urban,Yes
25-34,Yara,Male,Married,3-4,Undergraduate,African American,Mandarin,Australia,Retired,Christianity,1994-06-28,Low,Permanent Resident,Suburban,No
65+,Diana,Non-Binary,Single,2,Postgraduate,African American,Other,Canada,Retired,Islam,1998-11-28,Low,Other,Urban,Yes
65+,Owen,Male,Married,1,High School,Hispanic,Spanish,India,Student,Hinduism,1957-11-25,Moderate,Permanent Resident,Suburban,Yes
55-64,Veronica,Male,Single,1,Doctorate,Asian,Mandarin,India,Self-employed,Buddhism,2000-04-02,High,Citizen,Urban,Yes
<18,Ruby,Male,Married,1,High School,African American,Spanish,Australia,Student,Hinduism,1985-08-04,Low,Work Visa,Urban,No
55-64,Yvette,Male,Single,5+,Undergraduate,Other,French,India,Self-employed,Atheism,1979-06-27,Low,Permanent Resident,Suburban,No
45-54,Michael,Male,Divorced,5+,Undergraduate,Asian,Other,India,Retired,Other,1999-11-26,Moderate,Work Visa,Rural,Yes
35-44,Henry,Female,Married,1,Doctorate,Hispanic,French,India,Self-employed,Other,1977-07-14,High,Work Visa,Urban,Yes
35-44,Finn,Male,Divorced,1,Doctorate,Asian,Other,India,Self-employed,Christianity,2001-07-01,Low,Other,Urban,No
65+,Gianna,Female,Married,2,High School,African American,Mandarin,UK,Professional,Other,1959-03-29,Moderate,Other,Rural,No
55-64,Bob,Non-Binary,Single,1,Postgraduate,Hispanic,Spanish,USA,Student,Buddhism,1946-08-14,Low,Work Visa,Rural,Yes
18-24,Ximena,Non-Binary,Single,1,Doctorate,Caucasian,French,Australia,Self-employed,Buddhism,1941-11-27,Low,Citizen,Rural,Yes
18-24,Nora,Male,Married,2,Undergraduate,African American,Other,USA,Retired,Christianity,1939-05-01,High,Other,Urban,No
18-24,Olivia,Non-Binary,Single,2,Undergraduate,Caucasian,French,India,Professional,Christianity,1941-06-21,Moderate,Work Visa,Suburban,Yes
55-64,Lincoln,Non-Binary,Single,1,Postgraduate,Asian,English,India,Student,Christianity,1948-10-04,Low,Work Visa,Suburban,Yes
45-54,Ivy,Non-Binary,Married,2,Postgraduate,Caucasian,Other,UK,Retired,Christianity,1982-03-08,Low,Work Visa,Suburban,Yes
35-44,Paula,Male,Single,3-4,High School,Hispanic,Spanish,USA,Student,Hinduism,1990-12-04,Moderate,Permanent Resident,Suburban,No
18-24,Fiona,Non-Binary,Divorced,1,Doctorate,African American,English,UK,Professional,Other,1976-12-19,Low,Other,Suburban,Yes
45-54,Daphne,Male,Divorced,5+,High School,Other,Mandarin,Australia,Retired,Other,1998-09-27,Low,Other,Urban,No
45-54,Eve,Non-Binary,Divorced,2,Doctorate,African American,French,Australia,Student,Other,1981-01-16,High,Work Visa,Suburban,No
45-54,Ruby,Male,Married,2,Postgraduate,African American,Mandarin,Canada,Retired,Islam,1988-07-20,High,Work Visa,Suburban,Yes
25-34,Eve,Female,Married,1,Doctorate,Asian,Other,UK,Professional,Buddhism,1954-09-02,High,Work Visa,Rural,Yes
35-44,Claire,Non-Binary,Divorced,1,Doctorate,African American,Mandarin,UK,Self-employed,Islam,1957-03-01,Low,Work Visa,Suburban,No
<18,Taylor,Non-Binary,Married,1,Doctorate,Other,French,Canada,Retired,Christianity,1979-08-08,Moderate,Work Visa,Suburban,Yes
45-54,Reed,Male,Divorced,2,High School,Other,Mandarin,Canada,Student,Atheism,1956-05-29,High,Permanent Resident,Rural,Yes
65+,Quinn,Male,Divorced,1,High School,Other,Spanish,USA,Professional,Buddhism,1983-02-06,High,Other,Suburban,No
18-24,Gianna,Male,Married,2,Postgraduate,Hispanic,Spanish,UK,Retired,Hinduism,1986-04-17,Low,Permanent Resident,Rural,Yes
18-24,Nina,Female,Single,1,Postgraduate,Hispanic,English,USA,Professional,Christianity,2005-05-16,Moderate,Work Visa,Urban,Yes
25-34,Benjamin,Male,Single,2,High School,Asian,Mandarin,Australia,Retired,Islam,1972-08-26,Moderate,Citizen,Rural,Yes
45-54,Yvette,Male,Married,1,Postgraduate,African American,Mandarin,UK,Student,Other,1997-08-20,Moderate,Permanent Resident,Suburban,No
18-24,Peyton,Male,Divorced,1,Postgraduate,Hispanic,Mandarin,Canada,Self-employed,Christianity,1974-06-07,Low,Work Visa,Suburban,No
<18,Kaitlyn,Male,Single,2,Doctorate,Hispanic,English,Australia,Self-employed,Other,1983-10-31,Moderate,Permanent Resident,Suburban,No
18-24,Kennedy,Female,Married,2,High School,Caucasian,Spanish,USA,Self-employed,Christianity,1976-11-01,Moderate,Work Visa,Urban,No
45-54,Kevin,Non-Binary,Divorced,1,Doctorate,Other,Mandarin,Australia,Professional,Islam,1970-03-27,High,Other,Urban,Yes
25-34,Oliver,Female,Divorced,5+,Postgraduate,Other,Mandarin,India,Student,Christianity,1990-07-10,Low,Citizen,Suburban,No
65+,Blake,Female,Married,3-4,High School,Asian,French,India,Student,Islam,1976-11-07,Moderate,Permanent Resident,Suburban,No
<18,Grayson,Male,Married,5+,Postgraduate,Asian,Spanish,USA,Self-employed,Hinduism,2000-11-23,High,Citizen,Urban,No
45-54,Oscar,Male,Married,3-4,Doctorate,Hispanic,Spanish,Canada,Self-employed,Islam,2003-05-09,Moderate,Other,Urban,Yes
65+,Elena,Non-Binary,Married,3-4,Postgraduate,Asian,English,USA,Student,Christianity,1969-07-30,Moderate,Citizen,Rural,Yes
25-34,Ximena,Female,Divorced,5+,Postgraduate,African American,Mandarin,Australia,Student,Other,1991-12-22,Moderate,Other,Suburban,Yes
25-34,Gavin,Non-Binary,Married,1,Undergraduate,Hispanic,Spanish,Australia,Professional,Other,1983-03-07,Low,Work Visa,Suburban,Yes
65+,Rose,Male,Single,2,High School,Asian,English,Canada,Student,Other,1950-07-09,Moderate,Citizen,Suburban,Yes
45-54,Katherine,Non-Binary,Divorced,3-4,Doctorate,African American,French,USA,Professional,Islam,1944-02-04,Moderate,Citizen,Urban,Yes
65+,Harriet,Male,Married,3-4,Postgraduate,Asian,Spanish,UK,Professional,Christianity,1966-01-08,High,Citizen,Suburban,Yes
25-34,Liam,Female,Divorced,1,High School,African American,English,Canada,Student,Atheism,1958-08-25,High,Permanent Resident,Urban,Yes
65+,Elena,Non-Binary,Married,3-4,Postgraduate,Other,Mandarin,India,Self-employed,Hinduism,1977-10-02,Low,Other,Rural,No
35-44,Yosef,Female,Single,1,High School,African American,Other,Australia,Retired,Atheism,1939-08-19,Low,Permanent Resident,Suburban,No
25-34,Yvette,Male,Single,2,Doctorate,Hispanic,Spanish,Canada,Self-employed,Islam,1973-10-14,High,Permanent Resident,Suburban,No
65+,Daphne,Non-Binary,Single,3-4,Undergraduate,African American,French,India,Retired,Christianity,1975-01-22,Low,Work Visa,Urban,Yes
18-24,Uriah,Non-Binary,Single,5+,Postgraduate,African American,French,Canada,Self-employed,Other,1984-10-22,Moderate,Citizen,Urban,Yes
35-44,Faith,Non-Binary,Divorced,2,High School,Caucasian,French,India,Self-employed,Hinduism,1966-02-01,Low,Work Visa,Urban,No
25-34,Xavier,Non-Binary,Married,3-4,High School,African American,Spanish,Australia,Retired,Other,2001-05-30,Moderate,Other,Suburban,No
35-44,Ruby,Female,Divorced,3-4,Doctorate,Asian,Mandarin,UK,Student,Islam,1972-06-01,High,Permanent Resident,Urban,Yes
18-24,Hudson,Male,Married,5+,Postgraduate,Asian,French,USA,Student,Other,1954-02-13,Moderate,Permanent Resident,Suburban,No
35-44,Riley,Female,Divorced,1,Undergraduate,Other,Mandarin,UK,Retired,Buddhism,2000-04-11,High,Citizen,Suburban,Yes
18-24,PJAnna,Male,Single,2,Postgraduate,Asian,Spanish,Australia,Retired,Other,1973-02-09,Moderate,Other,Suburban,No
18-24,Wendy,Male,Divorced,1,High School,Asian,Other,UK,Self-employed,Buddhism,1981-07-16,Low,Work Visa,Suburban,No
<18,Ava,Female,Divorced,1,Postgraduate,Hispanic,Other,India,Student,Islam,1945-10-30,High,Work Visa,Rural,No
18-24,Henry,Male,Divorced,1,Doctorate,Hispanic,French,Canada,Professional,Other,1969-10-03,High,Citizen,Suburban,Yes
<18,Bryson,Non-Binary,Divorced,1,Doctorate,African American,French,USA,Self-employed,Buddhism,1993-04-28,Moderate,Citizen,Urban,No
65+,Diana,Female,Single,1,Postgraduate,Asian,Mandarin,India,Retired,Other,1961-03-24,Moderate,Permanent Resident,Rural,No
25-34,Sadie,Non-Binary,Married,3-4,Postgraduate,Caucasian,English,India,Student,Other,1969-03-14,Low,Work Visa,Urban,Yes
65+,Ian,Female,Divorced,1,Undergraduate,Hispanic,French,India,Student,Christianity,1979-07-23,Moderate,Work Visa,Urban,No
<18,Kylie,Non-Binary,Single,5+,Postgraduate,Caucasian,Other,UK,Professional,Buddhism,1967-12-11,High,Other,Rural,No
45-54,Brooke,Female,Married,5+,Doctorate,Hispanic,Spanish,India,Self-employed,Christianity,1946-05-08,High,Permanent Resident,Rural,Yes
25-34,Grayson,Female,Divorced,3-4,Doctorate,African American,Other,India,Self-employed,Atheism,1972-06-04,Low,Permanent Resident,Urban,Yes
45-54,Prarthana,Non-Binary,Married,3-4,Doctorate,Hispanic,Other,USA,Professional,Islam,1955-11-22,High,Work Visa,Urban,Yes
<18,Victor,Female,Divorced,5+,Undergraduate,African American,Other,Canada,Professional,Christianity,1973-10-06,High,Other,Urban,No
25-34,Connor,Female,Single,2,Undergraduate,Hispanic,Other,UK,Retired,Buddhism,2006-05-07,Low,Work Visa,Rural,Yes
45-54,Julian,Male,Single,5+,Doctorate,Other,Other,India,Self-employed,Christianity,1976-01-20,Moderate,Permanent Resident,Suburban,Yes
55-64,Yvonne,Non-Binary,Married,3-4,Doctorate,Caucasian,French,USA,Student,Christianity,1964-08-24,Moderate,Work Visa,Urban,No
<18,Katherine,Male,Divorced,5+,High School,Caucasian,French,Australia,Professional,Hinduism,1981-02-20,High,Other,Urban,No
55-64,Fiona,Female,Divorced,5+,Undergraduate,Asian,Other,Canada,Retired,Hinduism,1975-02-26,Moderate,Permanent Resident,Urban,Yes
55-64,Aiden,Female,Single,2,High School,Asian,English,UK,Self-employed,Hinduism,1967-05-27,Moderate,Other,Rural,Yes
55-64,Oliver,Non-Binary,Divorced,2,High School,Other,Mandarin,USA,Professional,Buddhism,1968-12-28,High,Work Visa,Urban,No
55-64,Wyatt,Male,Married,5+,Undergraduate,Caucasian,French,Canada,Retired,Buddhism,1959-01-21,Moderate,Work Visa,Urban,Yes
25-34,Charlie,Male,Single,5+,High School,Other,French,Canada,Professional,Buddhism,1968-02-20,Low,Work Visa,Urban,No
<18,Hannah,Female,Married,2,High School,Other,Mandarin,UK,Self-employed,Hinduism,1992-12-17,High,Other,Urban,Yes
45-54,Isabella,Non-Binary,Married,1,High School,Other,English,Canada,Self-employed,Buddhism,2002-03-20,High,Work Visa,Urban,No
25-34,Eleanor,Non-Binary,Married,1,Doctorate,Hispanic,Other,Canada,Retired,Christianity,1966-08-04,Moderate,Citizen,Suburban,No
55-64,Xavier,Male,Married,2,Doctorate,African American,English,Australia,Professional,Islam,1968-07-24,Low,Permanent Resident,Suburban,Yes
65+,Uriah,Non-Binary,Single,2,High School,Asian,Other,UK,Retired,Atheism,2005-12-30,Moderate,Other,Rural,No
65+,Skylar,Male,Single,2,Undergraduate,Other,Spanish,UK,Self-employed,Atheism,1945-10-29,Low,Work Visa,Suburban,No
45-54,Violet,Male,Married,1,Undergraduate,Asian,Other,Canada,Self-employed,Buddhism,1981-11-08,Low,Work Visa,Urban,No
35-44,Sebastian,Male,Single,2,Postgraduate,Caucasian,Other,Australia,Professional,Christianity,1991-03-03,Moderate,Work Visa,Urban,No
45-54,Kaitlyn,Male,Divorced,2,Undergraduate,Hispanic,French,UK,Student,Buddhism,1990-11-20,Moderate,Citizen,Suburban,No
25-34,Gemma,Non-Binary,Single,3-4,Postgraduate,Other,Spanish,USA,Professional,Christianity,1976-05-13,Low,Citizen,Urban,Yes
55-64,Harley,Non-Binary,Married,1,High School,Other,Mandarin,Canada,Retired,Other,1973-05-14,Moderate,Permanent Resident,Urban,No
<18,Skylar,Female,Divorced,3-4,Undergraduate,Asian,English,India,Professional,Christianity,1989-06-24,Moderate,Citizen,Rural,No
18-24,Finn,Male,Married,1,Undergraduate,Hispanic,Mandarin,Australia,Professional,Buddhism,1964-01-24,Low,Permanent Resident,Urban,Yes
25-34,Michael,Female,Single,1,Undergraduate,Other,Other,UK,Professional,Atheism,1959-08-20,Moderate,Work Visa,Urban,No
25-34,Daisy,Male,Married,2,High School,African American,French,UK,Self-employed,Hinduism,1999-10-10,Low,Permanent Resident,Rural,Yes
25-34,Daisy,Female,Divorced,2,Postgraduate,Hispanic,English,India,Student,Atheism,1951-05-30,Moderate,Other,Suburban,Yes
35-44,Quentin,Non-Binary,Single,1,Postgraduate,Other,English,India,Professional,Islam,1970-11-19,High,Other,Suburban,No
65+,Gemma,Female,Married,3-4,Postgraduate,Hispanic,Spanish,Australia,Retired,Atheism,1941-03-17,Low,Permanent Resident,Urban,No
55-64,Brandon,Non-Binary,Divorced,3-4,Postgraduate,Other,Other,USA,Professional,Hinduism,1963-10-16,Moderate,Permanent Resident,Rural,No
35-44,Jacob,Female,Married,3-4,High School,Other,Other,Australia,Student,Hinduism,1987-06-07,Low,Work Visa,Urban,No
55-64,Finn,Male,Single,2,Doctorate,Other,Spanish,UK,Student,Buddhism,1954-05-03,Moderate,Permanent Resident,Suburban,Yes
35-44,Vivian,Female,Married,1,Postgraduate,Other,Mandarin,India,Student,Atheism,1958-10-23,High,Other,Suburban,No
65+,Fiona,Female,Divorced,3-4,Undergraduate,Caucasian,English,India,Student,Christianity,1981-12-15,Low,Citizen,Suburban,No
18-24,Quentin,Male,Married,1,Postgraduate,Hispanic,French,USA,Self-employed,Hinduism,1991-12-12,High,Other,Rural,No
<18,Kyle,Female,Married,1,High School,African American,French,UK,Retired,Buddhism,1959-12-13,Moderate,Work Visa,Suburban,No
18-24,Claire,Non-Binary,Divorced,3-4,High School,African American,Spanish,USA,Retired,Atheism,1972-07-22,High,Citizen,Urban,No
18-24,Jade,Female,Married,5+,High School,Hispanic,Mandarin,USA,Professional,Christianity,1965-02-25,Moderate,Work Visa,Suburban,No
65+,Olivia,Male,Single,3-4,Undergraduate,Hispanic,Spanish,USA,Professional,Other,1947-02-27,Moderate,Work Visa,Urban,No
25-34,Jamie,Male,Married,2,Undergraduate,Caucasian,French,USA,Retired,Islam,1958-10-12,Low,Other,Suburban,No
45-54,Ximena,Non-Binary,Single,5+,Doctorate,African American,English,USA,Self-employed,Islam,1952-03-05,Low,Work Visa,Suburban,No
35-44,Liam,Male,Single,1,Doctorate,Asian,Spanish,USA,Self-employed,Other,2006-05-18,Moderate,Work Visa,Rural,Yes
45-54,Brooke,Male,Married,2,Undergraduate,African American,Mandarin,India,Self-employed,Other,1980-05-14,Low,Citizen,Rural,No
55-64,Tanner,Non-Binary,Single,3-4,Postgraduate,Asian,Other,UK,Retired,Atheism,1943-01-07,High,Other,Rural,Yes
35-44,Xavier,Non-Binary,Divorced,5+,Doctorate,Hispanic,Other,Australia,Self-employed,Atheism,1959-11-25,High,Citizen,Suburban,Yes
55-64,Bob,Non-Binary,Divorced,3-4,Undergraduate,Hispanic,Mandarin,India,Retired,Christianity,1994-06-24,Low,Work Visa,Rural,Yes
45-54,Madison,Male,Divorced,1,Doctorate,Asian,Mandarin,Canada,Retired,Buddhism,1963-08-23,Moderate,Permanent Resident,Suburban,No
<18,Jamie,Female,Divorced,3-4,Doctorate,Hispanic,Other,India,Self-employed,Islam,1963-03-17,Moderate,Citizen,Suburban,No
25-34,David,Non-Binary,Single,5+,High School,Asian,Mandarin,Australia,Retired,Buddhism,1955-09-28,High,Permanent Resident,Urban,Yes
35-44,Elias,Female,Divorced,5+,Undergraduate,Caucasian,Mandarin,UK,Self-employed,Hinduism,1977-07-29,High,Other,Suburban,No
65+,Landon,Male,Single,1,Postgraduate,Caucasian,English,UK,Retired,Atheism,1977-09-07,High,Citizen,Urban,Yes
45-54,Tina,Non-Binary,Married,1,High School,Caucasian,Mandarin,India,Student,Hinduism,1943-03-03,Moderate,Citizen,Rural,Yes
55-64,Connor,Male,Divorced,1,Undergraduate,Other,Other,India,Student,Christianity,1955-05-05,High,Work Visa,Urban,Yes
65+,Julia,Male,Divorced,1,Postgraduate,Asian,French,India,Student,Islam,1999-10-13,Moderate,Citizen,Urban,Yes
55-64,Carter,Male,Married,2,High School,Hispanic,Mandarin,Australia,Self-employed,Islam,1951-11-05,High,Citizen,Suburban,Yes
18-24,Ophelia,Non-Binary,Divorced,5+,Doctorate,Other,French,Australia,Retired,Other,1982-05-26,Low,Other,Suburban,No
55-64,Yvette,Non-Binary,Married,2,Doctorate,Asian,English,India,Self-employed,Islam,1979-10-26,Low,Permanent Resident,Rural,Yes
18-24,Kayla,Female,Divorced,2,Postgraduate,Other,Other,India,Student,Other,2003-07-11,Moderate,Work Visa,Urban,Yes
45-54,Gavin,Female,Single,3-4,Doctorate,African American,Other,UK,Retired,Atheism,1956-06-04,Moderate,Permanent Resident,Rural,Yes
<18,Hannah,Non-Binary,Married,3-4,Postgraduate,Other,English,India,Self-employed,Buddhism,1997-04-20,Moderate,Other,Rural,No
55-64,Tina,Male,Single,5+,Postgraduate,Other,French,India,Professional,Buddhism,1968-03-15,Low,Permanent Resident,Urban,Yes
18-24,Charlotte,Non-Binary,Married,3-4,Postgraduate,Caucasian,Mandarin,UK,Professional,Hinduism,1979-05-11,Low,Other,Rural,No
65+,Bob,Non-Binary,Married,3-4,High School,Other,French,India,Retired,Other,1946-05-07,Moderate,Work Visa,Rural,Yes
55-64,Faith,Male,Divorced,3-4,High School,Asian,Mandarin,Canada,Professional,Atheism,1969-04-26,Low,Citizen,Rural,Yes
45-54,Delilah,Non-Binary,Divorced,3-4,Postgraduate,African American,Other,USA,Retired,Christianity,1951-04-03,Low,Permanent Resident,Suburban,Yes
55-64,Ian,Non-Binary,Single,5+,High School,African American,English,Australia,Professional,Buddhism,1976-02-18,Low,Other,Suburban,No
35-44,Ruby,Female,Divorced,3-4,Undergraduate,Hispanic,English,USA,Retired,Hinduism,1999-07-27,Moderate,Permanent Resident,Urban,No
35-44,Connor,Non-Binary,Divorced,1,Undergraduate,Asian,French,USA,Professional,Atheism,1998-10-16,Moderate,Permanent Resident,Suburban,Yes
18-24,Violet,Non-Binary,Single,3-4,Doctorate,Hispanic,Mandarin,Australia,Professional,Hinduism,1980-05-24,High,Citizen,Rural,Yes
25-34,Kevin,Female,Married,5+,Undergraduate,Caucasian,French,UK,Retired,Islam,1955-04-12,Moderate,Permanent Resident,Urban,Yes
18-24,Yvonne,Female,Divorced,5+,Postgraduate,Other,Spanish,Australia,Professional,Other,1950-09-23,Moderate,Work Visa,Rural,No
<18,Julian,Male,Single,1,Undergraduate,Other,Mandarin,UK,Self-employed,Atheism,1981-11-11,High,Permanent Resident,Suburban,No
35-44,Faith,Female,Married,1,High School,Other,Spanish,UK,Retired,Atheism,2002-03-10,Moderate,Work Visa,Urban,No
65+,Landon,Non-Binary,Divorced,1,Postgraduate,Caucasian,English,USA,Retired,Islam,1943-05-08,Low,Citizen,Urban,No
